fromAccountNumber,toAccountNumber,transferAmount
1000085,2025017,8120
1000018,2025018,3601
1000081,1000033,1664
1000111,1000153,5586
1000083,2025021,7820
1000180,1000033,5955
1000161,1000103,3113
1000132,2025024,735
1000163,1000039,5349
1000040,1000053,8087
1000060,1000148,362
1000167,2025028,2308
1000074,2025029,2240
1000001,1000131,1021
1000217,1000179,1965
1000183,1000189,1917
1000165,2025033,470
1000157,1000168,6820
1000146,1000166,1370
1000067,2025036,8007
1000102,2025037,5992
1000052,1000098,4107
1000054,1000157,3512
1000061,1000225,7754
1000199,2025041,8595
1000229,1000034,7784
1000014,1000123,3998
1000208,2025044,5299
1000244,1000218,7075
1000019,1000202,3788
1000012,2025047,1139
1000120,1000128,6188
1000007,1000250,3608
1000123,1000006,5541
1000062,2025051,5513
1000026,2025052,4210
1000036,1000012,2904
1000040,1000233,352
1000021,2025055,2623
1000112,2025056,8291
1000042,1000229,9271
1000153,1000133,8738
1000044,1000169,2438
1000001,2025060,1104
1000106,2025061,316
1000102,1000239,8076
1000188,1000010,5040
1000101,1000236,8899
1000229,2025065,4725
1000039,2025066,150
1000184,2025067,1443
1000238,2025068,2339
1000002,2025069,4220
1000193,2025070,7103
1000076,1000155,9099
1000033,1000131,2703
1000175,2025073,8101
1000197,1000035,8371
1000048,2025075,3929
1000072,2025076,1558
1000105,1000051,1923
1000110,1000246,9561
1000116,1000228,9230
1000036,1000212,5395
1000219,2025081,1560
1000017,2025082,3419
1000072,2025083,9989
1000171,1000158,9929
1000104,2025085,1272
1000153,1000185,360
1000228,1000120,7509
1000005,1000084,1050
1000206,1000231,9762
1000158,2025090,629
1000129,1000088,6531
1000037,2025092,5724
1000084,1000153,2303
1000149,1000079,5045
1000023,1000224,8768
1000052,2025096,1122
1000161,2025097,7650
1000062,2025098,1715
1000131,2025099,3858
1000034,2025100,326
1000219,2025101,7004
1000085,1000002,830
1000197,2025103,345
1000030,1000216,7850
1000110,1000242,7812
1000163,1000063,7765
1000077,2025107,1456
1000180,1000014,4610
1000063,1000083,5511
1000238,1000093,5916
1000024,2025111,9307
1000069,1000070,2548
1000214,2025113,9785
1000085,2025114,7174
1000129,1000094,1837
1000046,2025116,128
1000123,2025117,7446
1000234,2025118,4161
1000152,2025119,9137
1000110,2025120,2856
1000162,2025121,8205
1000104,2025122,7376
1000203,1000038,8444
1000226,1000132,8826
1000098,1000047,6132
1000125,1000239,2127
1000234,1000035,3709
1000079,2025128,9000
1000226,1000140,5967
1000159,1000114,7982
1000005,1000113,5784
1000088,1000037,2212
1000127,1000168,6249
1000067,2025134,1917
1000066,1000065,6380
1000075,2025136,8599
1000143,1000078,8272
1000211,1000037,5233
1000147,1000220,4047
1000168,2025140,5252
1000005,2025141,7598
1000250,1000006,2793
1000158,1000198,4100
1000103,2025144,9070
1000015,2025145,1479
1000156,1000226,8138
1000151,1000174,3909
1000213,1000070,8508
1000106,1000178,9143
1000085,2025150,766
1000130,2025151,991
1000164,1000189,9838
1000166,2025153,1232
1000056,1000044,7523
1000215,1000124,8397
1000170,2025156,1920
1000023,1000162,8199
1000068,2025158,8298
1000193,2025159,2056
1000068,1000149,7513
1000123,1000232,8951
1000137,1000149,7659
1000149,2025163,3017
1000092,2025164,1952
1000151,2025165,355
1000061,1000035,7505
1000185,1000110,4991
1000006,1000080,6780
1000241,2025169,2188
1000176,1000143,8639
1000063,2025171,8563
1000166,1000007,3433
1000152,2025173,3905
1000123,2025174,6572
1000085,1000083,8156
1000141,2025176,9064
1000126,2025177,4123
1000158,1000138,7451
1000075,1000207,4773
1000097,2025180,8042
1000204,2025181,3399
1000100,2025182,6474
1000173,2025183,5909
1000235,2025184,6806
1000010,1000132,2962
1000217,2025186,2397
1000122,1000002,9090
1000228,2025188,7288
1000158,1000087,5168
1000136,1000121,2335
1000112,1000023,437
1000182,1000215,2166
1000090,2025193,5847
1000003,1000247,1213
1000003,1000241,3194
1000235,2025196,8688
1000030,2025197,6204
1000001,1000208,6044
1000092,1000191,7933
1000009,1000055,8400
1000067,2025201,8299
1000011,2025202,787
1000035,2025203,779
1000246,2025204,1297
1000209,1000062,6658
1000122,2025206,5063
1000029,1000103,5440
1000188,1000139,4340
1000188,1000012,4767
1000191,1000134,3799
1000167,2025211,831
1000033,2025212,8674
1000118,2025213,5504
1000126,2025214,6808
1000100,1000186,8856
1000017,2025216,929
1000226,2025217,4542
1000039,1000232,7292
1000104,2025219,3776
1000163,2025220,8968
1000197,2025221,790
1000247,1000005,1292
1000056,1000006,6512
1000165,2025224,5074
1000191,2025225,3548
1000230,1000094,6229
1000039,2025227,3899
1000029,2025228,4321
1000209,2025229,5391
1000236,1000038,1259
1000134,1000136,2497
1000157,1000077,985
1000250,1000148,5621
1000206,1000064,1472
1000069,2025235,6421
1000215,1000128,6250
1000014,1000066,6882
1000180,2025238,2668
1000057,2025239,3426
1000113,2025240,7739
1000059,2025241,4712
1000133,2025242,5821
1000170,1000223,6061
1000109,1000002,5904
1000235,2025245,6289
1000214,1000005,7458
1000145,2025247,3962
1000131,2025248,4985
1000194,1000190,9078
1000202,2025250,7764
1000172,1000196,9805
1000155,2025252,7534
1000037,2025253,8054
1000121,2025254,3125
1000006,1000213,4524
1000150,2025256,2782
1000057,2025257,6237
1000111,1000138,8911
1000157,2025259,6668
1000109,2025260,991
1000032,1000088,8685
1000117,1000129,8949
1000083,1000060,3436
1000116,1000192,3142
1000177,1000230,1754
1000131,1000169,4097
1000239,2025267,7651
1000154,2025268,3140
1000128,1000018,5656
1000163,1000006,1194
1000211,2025271,647
1000024,1000149,7721
1000057,1000058,536
1000158,1000036,109
1000221,1000173,9197
1000146,2025276,6160
1000161,2025277,7245
1000042,1000120,5090
1000186,1000048,5642
1000133,2025280,9965
1000170,2025281,3947
1000158,1000095,9326
1000080,1000077,7810
1000185,1000038,8245
1000078,1000018,7765
1000011,1000103,9649
1000163,1000057,953
1000013,1000054,9404
1000087,2025289,8465
1000166,2025290,8671
1000018,2025291,8821
1000053,1000044,8049
1000116,1000237,1474
1000017,1000015,5763
1000230,1000027,5461
1000064,2025296,3327
1000153,1000205,599
1000129,2025298,4753
1000034,1000127,5609
1000015,1000248,6519
1000001,2025301,5394
1000069,2025302,2118
1000161,2025303,681
1000117,2025304,7216
1000154,1000153,5948
1000123,1000064,7844
1000170,1000081,7792
1000088,2025308,7408
1000048,2025309,3211
1000245,1000085,2677
1000234,2025311,5778
1000043,1000108,8643
1000177,1000017,3775
1000066,2025314,4481
1000053,1000204,490
1000047,1000187,682
1000020,1000075,7857
1000005,2025318,3756
1000247,2025319,7754
1000061,1000135,7880
1000030,2025321,1716
1000154,1000051,8381
1000193,1000206,9863
1000240,1000242,5431
1000039,1000001,1845
1000093,1000179,4570
1000233,1000084,3880
1000209,2025328,9085
1000153,2025329,3785
1000128,2025330,1665
1000249,1000138,4723
1000165,2025332,2674
1000029,1000215,1092
1000026,2025334,2509
1000145,2025335,8086
1000172,1000178,916
1000153,1000035,412
1000188,1000084,8482
1000073,1000238,8541
1000107,1000066,8546
1000002,1000163,7417
1000064,1000171,5552
1000191,2025343,3808
1000048,1000218,313
1000157,2025345,9543
1000190,1000171,9817
1000188,2025347,4607
1000196,2025348,2155
1000189,1000192,5033
1000224,2025350,9722
1000089,2025351,7774
1000010,1000247,8661
1000073,1000191,255
1000194,2025354,688
1000249,2025355,8300
1000177,2025356,3825
1000049,1000165,6718
1000194,2025358,3365
1000181,1000118,6954
1000072,2025360,4845
1000213,2025361,3828
1000101,2025362,9143
1000193,1000017,8230
1000078,1000004,1761
1000154,2025365,3716
1000108,2025366,3335
1000163,1000090,7583
1000226,1000153,2335
1000249,1000018,7602
1000079,2025370,7818
1000089,2025371,3692
1000154,1000078,3663
1000054,1000010,6329
1000157,2025374,6411
1000105,2025375,7147
1000153,1000042,9729
1000198,1000177,2067
1000152,1000114,5957
1000173,2025379,5109
1000050,1000210,3314
1000096,2025381,705
1000237,2025382,3008
1000120,1000088,8222
1000135,2025384,9172
1000107,2025385,3491
1000244,1000148,9362
1000065,1000174,9635
1000138,1000169,3023
1000103,1000131,8187
1000054,2025390,9311
1000057,2025391,3159
1000194,1000059,7554
1000141,1000023,6918
1000143,2025394,7891
1000069,1000016,3163
1000170,2025396,652
1000117,2025397,3659
1000130,2025398,8173
1000066,1000041,9064
1000128,2025400,3745
1000149,1000093,192
1000013,2025402,6993
1000003,2025403,8683
1000061,1000147,8139
1000244,1000181,4578
1000216,2025406,8299
1000218,1000147,1847
1000114,1000021,1523
1000124,1000010,6094
1000079,1000211,1723
1000209,1000201,8727
1000107,2025412,841
1000204,2025413,2102
1000042,1000069,3153
1000199,1000186,395
1000147,1000111,9149
1000209,2025417,8862
1000196,1000050,9963
1000128,1000219,9721
1000138,1000035,1999
1000156,2025421,7861
1000093,2025422,1293
1000032,2025423,7819
1000055,2025424,4026
1000124,2025425,4968
1000042,2025426,5907
1000118,2025427,4229
1000070,1000131,3171
1000021,1000210,353
1000164,1000147,9603
1000072,2025431,6353
1000084,1000106,3962
1000033,2025433,5168
1000127,1000210,9202
1000092,2025435,7073
1000177,1000208,4078
1000189,2025437,5759
1000206,2025438,5138
1000231,2025439,3529
1000200,2025440,1035
1000004,1000241,2381
1000077,1000069,5961
1000153,1000126,8107
1000228,2025444,6226
1000083,2025445,6142
1000031,2025446,4675
1000217,1000066,876
1000237,1000146,398
1000118,2025449,6880
1000222,1000006,6209
1000011,1000117,4337
1000089,2025452,3859
1000112,2025453,388
1000060,1000217,5828
1000067,1000073,2805
1000094,2025456,3900
1000020,2025457,3110
1000192,1000038,2341
1000003,1000059,7257
1000185,2025460,8509
1000086,2025461,5546
1000058,2025462,1504
1000177,1000099,2088
1000197,1000023,5636
1000217,1000022,6033
1000141,1000102,2620
1000047,1000099,5803
1000079,2025468,4593
1000230,2025469,1444
1000100,1000118,3279
1000119,2025471,7549
1000019,1000025,9096
1000037,2025473,8784
1000164,2025474,7009
1000117,2025475,5368
1000062,2025476,538
1000085,1000089,5678
1000124,2025478,322
1000066,1000008,8354
1000242,1000216,5966
1000048,2025481,606
1000074,2025482,7583
1000092,2025483,2241
1000147,2025484,1928
1000086,2025485,2739
1000059,1000011,6901
1000085,1000176,3815
1000074,2025488,2465
1000084,2025489,4906
1000161,1000193,2648
1000097,2025491,1502
1000208,1000064,3396
1000063,1000102,360
1000178,1000250,6810
1000102,1000152,2832
1000202,1000232,1220
1000195,1000035,798
1000234,2025498,9692
1000166,2025499,1388
1000153,2025500,5535
1000075,1000167,4536
1000037,1000033,9264
1000140,2025503,4150
1000162,1000074,4614
1000109,1000241,4183
1000209,2025506,3758
1000194,1000133,9055
1000179,2025508,6385
1000064,2025509,1377
1000166,2025510,6206
1000249,2025511,7531
1000148,1000034,9888
1000073,1000068,1211
1000205,2025514,1862
1000110,1000093,1968
1000118,2025516,7723
1000101,2025517,3124
1000054,2025518,2049
1000057,1000179,2892
1000044,1000061,4539
1000093,1000182,6852
1000010,2025522,6290
1000007,2025523,591
1000246,2025524,7549
1000007,1000152,2799
1000184,1000142,7592
1000018,2025527,6065
1000185,2025528,1473
1000068,2025529,3695
1000027,1000128,1354
1000063,2025531,9984
1000107,1000073,8772
1000121,2025533,4171
1000036,1000224,1665
1000245,2025535,5458
1000161,1000086,4501
1000019,1000110,5759
1000172,1000124,6077
1000202,2025539,9680
1000149,1000170,7503
1000171,1000047,2151
1000018,2025542,1321
1000026,2025543,8795
1000201,1000230,9697
1000003,2025545,6384
1000052,2025546,5622
1000151,2025547,1629
1000137,1000033,3373
1000106,1000068,5979
1000042,1000017,4069
1000011,2025551,5370
1000218,2025552,6734
1000042,1000232,8935
1000045,2025554,8843
1000122,2025555,9576
1000009,1000187,5467
1000026,1000177,3336
1000076,2025558,6047
1000076,1000076,8901
1000090,1000006,3126
1000223,2025561,9204
1000034,2025562,1736
1000075,2025563,4284
1000077,2025564,5768
1000207,1000118,5284
1000243,1000095,5104
1000155,1000128,747
1000133,2025568,8262
1000026,1000135,511
1000002,1000115,2341
1000189,1000198,1182
1000105,1000241,6084
1000131,1000246,121
1000246,1000184,4636
1000164,2025575,7573
1000087,2025576,147
1000112,1000220,4305
1000157,1000183,1278
1000164,2025579,6475
1000143,1000044,9620
1000014,2025581,1584
1000071,1000179,7511
1000031,2025583,7282
1000124,2025584,1484
1000195,1000143,4639
1000218,2025586,4750
1000152,1000177,3534
1000076,1000135,6113
1000152,2025589,9524
1000027,1000045,8598
1000247,2025591,8437
1000117,2025592,6093
1000086,2025593,9813
1000207,2025594,7469
1000217,1000152,892
1000207,1000082,1179
1000127,1000159,7535
1000149,2025598,1147
1000054,2025599,7795
1000143,2025600,802
1000126,2025601,9939
1000217,2025602,458
1000148,1000213,7967
1000079,1000247,2940
1000187,2025605,7032
1000089,1000237,386
1000137,1000218,2365
1000177,1000238,3045
1000235,2025609,7149
1000145,1000085,663
1000112,2025611,2151
1000200,2025612,1018
1000005,1000005,237
1000055,2025614,4154
1000007,1000162,3681
1000055,2025616,8539
1000213,2025617,2917
1000090,1000156,5201
1000035,2025619,2930
1000131,2025620,518
1000128,2025621,8641
1000038,2025622,1916
1000060,1000074,4669
1000147,2025624,5029
1000102,1000076,3315
1000085,2025626,5698
1000235,2025627,733
1000025,1000113,307
1000200,2025629,7586
1000179,1000202,683
1000140,1000065,9611
1000032,2025632,9943
1000163,2025633,6796
1000240,1000095,3197
1000155,1000183,8247
1000011,2025636,3461
1000213,1000114,9608
1000250,2025638,7887
1000177,1000082,9274
1000123,1000083,3480
1000240,2025641,6812
1000115,1000067,2535
1000173,1000127,2285
1000216,1000152,5806
1000140,1000173,3166
1000219,1000057,5640
1000088,2025647,6859
1000127,2025648,4414
1000177,2025649,4856
1000020,1000210,4650
1000087,2025651,1612
1000081,2025652,2044
1000062,1000191,9383
1000084,2025654,8507
1000212,2025655,8547
1000119,2025656,7968
1000039,2025657,9375
1000183,1000196,7695
1000202,1000096,6429
1000053,2025660,4800
1000240,1000139,455
1000190,1000240,1352
1000072,1000168,945
1000053,1000179,2305
1000118,2025665,3515
1000009,2025666,7197
1000228,2025667,7397
1000235,2025668,5387
1000098,1000114,3783
1000047,2025670,3130
1000016,1000060,1407
1000100,2025672,5142
1000069,1000084,3736
1000164,1000055,3685
1000105,2025675,249
1000040,2025676,5243
1000171,1000109,256
1000153,2025678,1923
1000093,1000005,3130
1000147,1000155,2118
1000205,1000160,7115
1000142,2025682,4541
1000190,2025683,9142
1000054,1000034,2321
1000042,2025685,1325
1000181,1000226,5622
1000225,1000207,6437
1000129,1000192,7308
1000012,1000226,7552
1000100,2025690,6054
1000040,2025691,678
1000100,2025692,3861
1000150,2025693,7624
1000163,2025694,9550
1000226,1000204,6563
1000095,2025696,3244
1000110,1000076,9271
1000245,1000154,8911
1000006,1000169,3903
1000019,2025700,6140
1000240,2025701,5578
1000065,1000125,6373
1000097,1000121,8542
1000049,1000211,7243
1000056,1000170,3957
1000243,2025706,1154
1000035,1000104,5608
1000176,2025708,1537
1000150,1000200,6391
1000149,1000204,5215
1000248,2025711,348
1000085,1000027,1347
1000149,2025713,8208
1000126,1000092,3821
1000228,1000169,833
1000018,1000076,6833
1000229,1000104,5047
1000075,1000171,5438
1000060,1000122,2490
1000079,2025720,8576
1000175,1000072,5193
1000214,2025722,6187
1000121,2025723,4731
1000062,2025724,2734
1000139,1000134,465
1000022,1000052,6520
1000066,2025727,6361
1000011,1000031,9291
1000230,2025729,6688
1000160,2025730,2911
1000080,2025731,6051
1000237,1000115,4187
1000240,2025733,2177
1000153,2025734,4839
1000219,1000196,4798
1000119,2025736,8474
1000041,1000187,9488
1000114,1000216,6111
1000052,1000112,7823
1000117,1000090,8736
1000051,1000170,4701
1000104,2025742,5761
1000140,1000123,8408
1000205,1000153,6151
1000125,1000006,6597
1000138,1000075,8337
1000149,2025747,3412
1000091,1000137,6305
1000087,2025749,3176
1000210,1000218,194
1000056,1000092,4990
1000147,2025752,8989
1000146,1000089,4278
1000189,2025754,8054
1000007,2025755,6907
1000024,2025756,3126
1000165,1000055,8252
1000241,1000146,6929
1000072,2025759,5706
1000107,1000157,3236
1000117,2025761,8662
1000042,2025762,3076
1000129,2025763,7521
1000212,2025764,926
1000240,2025765,5947
1000019,1000068,7387
1000036,2025767,7614
1000223,2025768,4316
1000082,1000058,4691
1000247,1000132,8350
1000238,1000115,9555
1000197,1000111,4047
1000118,2025773,787
1000139,2025774,9002
1000139,1000116,5316
1000033,2025776,9661
1000155,1000107,681
1000023,1000136,1918
1000149,1000248,2744
1000182,2025780,8629
1000097,1000106,3770
1000162,1000213,7048
1000189,2025783,3487
1000015,2025784,4057
1000127,2025785,1199
1000195,1000088,7641
1000188,1000231,1189
1000242,1000094,3711
1000214,2025789,4211
1000164,1000145,1154
1000133,2025791,2138
1000060,1000130,9397
1000210,1000063,1784
1000210,1000228,1610
1000001,1000232,8954
1000064,1000202,5193
1000047,1000060,7326
1000209,1000199,5532
1000050,2025799,1221
1000214,2025800,879
1000243,1000070,9186
1000230,1000194,200
1000121,2025803,4048
1000121,2025804,7805
1000086,2025805,7531
1000238,2025806,4616
1000238,2025807,4651
1000151,1000002,2123
1000081,2025809,6927
1000084,1000224,9399
1000044,2025811,1127
1000166,2025812,7954
1000243,1000196,1536
1000221,1000216,843
1000214,1000012,2002
1000223,2025816,2048
1000186,2025817,9507
1000134,2025818,4747
1000191,2025819,2502
1000105,1000178,4541
1000051,1000042,1586
1000059,1000182,5584
1000065,2025823,9025
1000110,1000231,3700
1000189,1000190,4447
1000053,2025826,4830
1000059,1000172,586
1000195,1000087,2942
1000040,1000169,6409
1000248,1000250,2896
1000183,1000001,6777
1000035,1000057,1149
1000137,2025833,8843
1000030,1000138,2735
1000037,2025835,3650
1000158,2025836,749
1000048,2025837,7044
1000007,2025838,2033
1000201,1000099,4730
1000084,2025840,5058
1000233,2025841,6838
1000239,2025842,5443
1000156,1000118,4086
1000188,2025844,9604
1000162,2025845,4854
1000044,1000082,6506
1000163,2025847,4883
1000164,1000148,9222
1000093,2025849,6494
1000120,2025850,6411
1000242,2025851,2922
1000046,1000094,4304
1000161,1000213,8052
1000130,1000127,7351
1000164,2025855,9016
1000072,1000137,1811
1000029,1000104,2723
1000132,1000034,2914
1000129,2025859,5034
1000023,1000240,3503
1000139,1000089,3765
1000112,2025862,6872
1000243,1000119,2212
1000081,1000031,2239
1000032,1000115,4403
1000063,2025866,6104
1000245,2025867,717
1000111,1000111,8756
1000213,1000152,3155
1000141,1000082,1233
1000195,2025871,3454
1000236,2025872,9016
1000229,1000104,8048
1000063,1000113,6193
1000214,1000107,8203
1000117,2025876,5581
1000167,2025877,7775
1000202,1000191,9039
1000086,1000221,3080
1000125,1000015,6445
1000206,2025881,1002
1000056,1000220,1528
1000118,2025883,1107
1000123,2025884,2331
1000225,1000123,4331
1000126,1000040,8154
1000171,2025887,3834
1000218,2025888,650
